cityid_ppn,city,state_code,country_code,remove tag
800101182,Saint Cyr sur Morin,,FR,
800101183,Saint Chamas,,FR,
800101184,Saint Carreuc,,FR,
800101185,Saint Capraise de Lalinde,,FR,
800101186,Saint Berain,,FR,
800101187,Saint Aubin sur Algot,,FR,
800101188,Saint Aubin la Plaine,,FR,
800101189,Rancoudray,,FR,
800101192,Prehy,,FR,
800101196,Port Sainte Marie,,FR,
800101199,Plussulien,,FR,
800101202,Ploujean,,FR,
800101203,Plouezec,,FR,
800101205,Plouaret,,FR,
800101207,Pleaux,,FR,
800101208,Plaissan,,FR,
800101209,Pierreville,,FR,
800101210,Payzac,,FR,
800101211,Palluau,,FR,
800101215,Norgeat,,FR,
800101216,Nebian,,FR,
800101217,Mur de Bretagne,,FR,
800101218,Morville,,FR,
800101219,Morsalines,,FR,
800101221,Montanel,,FR,
800101222,Moigny,,FR,
800101223,Minihy Treguier,,FR,
800101224,Miglos,,FR,
800101226,Methamis,,FR,
800101227,Menesterol,,FR,
800101228,Mejannes le Clap,,FR,
800101230,Massugas,,FR,
800101231,Massillargues Attuech,,FR,
800101232,Maisons,,FR,
800101234,Madiere,,FR,
800101237,Loupian,,FR,
800101238,Lohuec,,FR,
800101239,Locquemeau,,FR,
800101240,Lingreville,,FR,
800101241,Leyritz Moncassin,,FR,
800101242,Le Vretot,,FR,
800101243,Le Vast,,FR,
800101245,Le Sap,,FR,
800101246,Lentilleres,,FR,
800101251,La Rochelle Normande,,FR,
800101252,La Roche Derrien,,FR,
800101253,Lanveoc,,FR,
800101254,Lanvaudan,,FR,
800101255,Languidic,,FR,
800101257,La Chauvais,,FR,
800101258,La Chapelle Faucher,,FR,
800101261,Kerdamiet,,FR,
800101262,Hocquigny,,FR,
800101265,Grandvilliers,,FR,
800101267,Gourbera,,FR,
800101270,Gatteville le Phare,,FR,
800101271,Garrosse,,FR,
800101272,Gargilesse Dampierre,,FR,
800101273,Gareoult,,FR,
800101274,Ganties,,FR,
800101275,Fourneville,,FR,
800101276,Festigny,,FR,
800101277,Ferrassieres,,FR,
800101278,Faye la Vineuse,,FR,
800101282,Dozule,,FR,
800101285,Digosville,,FR,
800101287,Crasville,,FR,
800101288,Couloume Mondebat,,FR,
800101289,Coucouron,,FR,
800101290,Corsept,,FR,
800101291,Corbara,,FR,
800101292,Colomars,,FR,
800101293,Clarensac,,FR,
800101294,Chicheboville,,FR,
800101295,Champ le Duc,,FR,
800101296,Champ du Boult,,FR,
800101297,Champagne les Marais,,FR,
800101298,Chalonnes sur Loire,,FR,
800101301,Casteil,,FR,
800101302,Caderousse,,FR,
800101303,Cabasse,,FR,
800101304,Breurey les Faverney,,FR,
800101305,Bretagne de Marsan,,FR,
800101306,Bougligny,,FR,
800101307,Bordezac,,FR,
800101308,Bonneville la Louvet,,FR,
800101309,Bonnevaux et Hiverne,,FR,
800101310,Boisroger,,FR,
800101311,Besseges,,FR,
800101312,Belgentier,,FR,
800101314,Bailleau læEveque,,FR,
800101315,Avilly Saint Leonard,,FR,
800101316,Auxais,,FR,
800101317,Auterrive,,FR,
800101318,Aumeville Lestre,,FR,
800101320,Arphy,,FR,
800101321,Armous et Cau,,FR,
800101324,Alairac,,FR,
800101325,Aigueze,,FR,
800101328,Panka,,FI,
800101329,Kolari,,FI,
800101332,Enonkoski,,FI,
800101343,Bonnievale,,ZA,
800101344,Bouillante,,GP,
800101345,Turnu Roau,,RO,
800101347,Corbii Mari,,RO,
800101348,Cib,,RO,
800101353,Sirena,,CR,
800101358,Morshin,,UA,
800101359,Khorly,,UA,
800101367,Toconao,,CL,
800101368,Niebla,,CL,
800101370,VertesszaÔlaÔs,,HU,
800101372,Piliscsaba,,HU,
800101373,Misefa,,HU,
800101375,Hajduboszormeny,,HU,
800101376,Fulopszallas,,HU,
800101378,Borgata,,HU,
800101381,Faakov,,SK,
800101383,Dobaiina,,SK,
800101384,aÎachtice,,SK,
800101385,Sredets,,BG,
800101386,Elentsite,,BG,
800101388,Athamania,,GR,
800101391,Glifa,,GR,
800101392,Elafina,,GR,
800101395,Bea¥et,,IL,
800101397,Ladik,,TR,
800101398,Gediz,,TR,
800101402,Virginia,,BR,
800101403,Vinhedo,,BR,
800101406,Porangatu,,BR,
800101407,Pedra Grande,,BR,
800101410,Minca,,CO,
800101411,Los Curos,,CO,
800101415,Tracadie,NB,CA,
800101416,New Hazelton,BC,CA,
800101417,Lockeport,NS,CA,
800101418,Cypress River,MB,CA,
800101419,Contrecoeur,QC,CA,
800101420,Chibougamau,QC,CA,
800101421,Ashcroft,BC,CA,
800101423,Nove MaÝsto pod Smrkem,,CZ,
800101424,Nove MaÝsto nad Metuji,,CZ,
800101425,Klokoaov,,CZ,
800101426,Dolni Poustevna,,CZ,
800101428,Branickov,,CZ,
800101429,Wrocki,,PL,
800101430,Szydaâowiec,,PL,
800101432,Ostroaâaªka,,PL,
800101436,Maaâa Nieszawka,,PL,
800101437,Lubaaã,,PL,
800101438,Kisielnica,,PL,
800101439,Gowidlino,,PL,
800101440,Ciechanowiec,,PL,
800101441,Mrauk oo,,MM,
800101444,Villar,,ES,
800101445,Villa,,ES,
800101446,Viernoles,,ES,
800101447,Valverde Alto,,ES,
800101448,Valdredo,,ES,
800101449,Valberzoso,,ES,
800101450,Undues Pintano,,ES,
800101452,Trevejo,,ES,
800101453,La Horadada,,ES,
800101454,Tijarafe,,ES,
800101455,Sorribas,,ES,
800101456,Sierrapando,,ES,
800101457,Santa Gadea,,ES,
800101458,San Saturnino,,ES,
800101459,Sant Mori,,ES,
800101460,Menaka,,ES,
800101462,Sanet y Negrals,,ES,
800101463,San Bartolome de las Abiertas,,ES,
800101466,Reig,,ES,
800101467,Puebla de Don Rodrigo,,ES,
800101468,Pradena,,ES,
800101470,Pinoso,,ES,
800101471,Pineiro,,ES,
800101472,Pina,,ES,
800101473,Pilona,,ES,
800101474,Penanes,,ES,
800101475,Pajares de los Oteros,,ES,
800101476,Ortigosa del Monte,,ES,
800101478,Navalsaz,,ES,
800101479,Navalagamella,,ES,
800101480,Muda,,ES,
800101481,Montiel,,ES,
800101482,Merodio,,ES,
800101484,Margolles,,ES,
800101486,La Tuda,,ES,
800101487,Las Manchas,,ES,
800101489,La Parrilla,,ES,
800101490,La Mudarra,,ES,
800101492,Isil,,ES,
800101494,Icod el Alto,,ES,
800101495,Huerta del Marquesado,,ES,
800101497,Higuera la Real,,ES,
800101498,Gormazo,,ES,
800101499,Golmes,,ES,
800101500,Gergal,,ES,
800101501,Genevilla,,ES,
800101502,Frajen,,ES,
800101503,Estanyol,,ES,
800101505,Esponella,,ES,
800101506,Enciso,,ES,
800101508,El Cubo de Tierra del Vino,,ES,
800101509,Echedo,,ES,
800101510,Denuy,,ES,
800101511,Dego,,ES,
800101512,Cueva de Agreda,,ES,
800101513,Colonia de Campos,,ES,
800101514,Cirat,,ES,
800101515,Cerezales del Condado,,ES,
800101516,Cartella,,ES,
800101517,Canada Rosal,,ES,
800101518,Cambil,,ES,
800101521,Bornos,,ES,
800101524,Bigastro,,ES,
800101526,Benamaurel,,ES,
800101527,Arroyomolinos de la Vera,,ES,
800101528,Ardenya,,ES,
800101529,Anaz,,ES,
800101530,Alcanadre,,ES,
800101532,Svensrud,,NO,
800101542,Nueva Gorgona,,PA,
800101543,Voltri,,IT,
800101544,Volpaia,,IT,
800101545,Voghenza,,IT,
800101546,Vezzano sul Crostolo,,IT,
800101547,Vallelonga,,IT,
800101549,Vacone,,IT,
800101551,Tione di Trento,,IT,
800101552,Settignano,,IT,
800101553,Serra deæ Conti,,IT,
800101555,Rotonda,,IT,
800101556,Prato Carnico,,IT,
800101557,Pratella,,IT,
800101558,Pomposa,,IT,
800101559,Poggio Catino,,IT,
800101560,Parezzana,,IT,
800101561,Ormea,,IT,
800101564,Molino di Ancona,,IT,
800101566,Lauriano,,IT,
800101567,Lappato,,IT,
800101568,Lago,,IT,
800101570,Goito,,IT,
800101571,Giarratana,,IT,
800101573,Galugnano,,IT,
800101574,Fossa,,IT,
800101575,Diano San Pietro,,IT,
800101577,Configni,,IT,
800101578,Codiponte,,IT,
800101579,Civita dæAntino,,IT,
800101580,Cavarzere,,IT,
800101581,Ca Raffaele,,IT,
800101582,Camini,,IT,
800101583,Borghetto dæArroscia,,IT,
800101584,Badia Cantignano,,IT,
800101585,Arsoli,,IT,
800101587,Aieta,,IT,
800101588,Aglie,,IT,
800101589,Lezhe,,AL,
800101590,Vlaaiiai,,HR,
800101591,Umoljani,,BA,
800101592,Srebrenica,,BA,
800101593,Luae,,SI,
800101594,Lovinac,,HR,
800101595,Kraiko,,SI,
800101596,Jezero,,BA,
800101597,Gusinje,,ME,
800101598,Graaanica,,BA,
800101599,Foaa,,BA,
800101601,Tacheddirt,,MA,
800101602,Jemaa de Mrirt,,MA,
800101603,El Menizla,,MA,
800101604,Douar Caid Bou Jilali,,MA,
800101605,Aoufous,,MA,
800101607,Akhlij,,MA,
800101612,Tiidu,,EE,
800101613,Toutsi,,EE,
800101614,Nupli,,EE,
800101616,Spithami,,EE,
800101618,Corsanego,,IT,
800101620,Shamm,,OM,
800101626,Kulhudhuffushi,,MV,
800101627,Ljeaievo,,BA,
800101629,Akasia,,ZA,
800101633,Songying,,CN,
800101635,Ljuta,,ME,
800101636,Walden,CO,US,
800101637,Brookfield,CT,US,
800101639,Cypress Lake,FL,US,
800101640,Demere Park,GA,US,
800101645,Tunica,MS,US,
800101646,Thayer,MO,US,
800101649,Selmer,TN,US,
800101654,Wingst,,DE,
800101655,Portinscale,,UK,
800101658,Ambrieres Les Vallees,,FR,
800101660,Gran Alacant,,ES,
800101661,Naberezhnye Chelny,,RU,
800101663,Lord Howe,,AU,
800101664,Datong,,TW,
800101665,Vartsila,,FI,
800101666,Dietmanns bei Waidhofen,,AT,
800101667,Saint Valere,QC,CA,
800101668,Wola Krakowiaaãska,,PL,
800101669,Oranjestad,,BQ,
800101670,Nistos,,FR,
800101671,Lavagno,,IT,
800101673,Tera Kora,,CW,
800101674,Pera Gyalos,,GR,
800101675,Smykivtsi,,UA,
800101676,La Zarzuela,,ES,
800101678,Mount Spokane,WA,US,
800101679,Ani'am,,IL,
800101680,Spessa,,IT,
800101681,Ngwempisi,,SZ,
800101682,La Colmiane,,FR,
800101683,Compignano,,IT,
800101684,Santa Maria Albiano,,IT,
800101685,Porto Pino,,IT,
800101686,San Gennaro,,IT,
800101687,Nievole,,IT,
800101688,Burt,,IE,
800101689,Korolino,,BY,
800101690,Estancia San Pablo,,AR,
800101691,Black Mountain,,AU,
800101692,Lowlands,,AU,
800101694,Colli di Fontanelle,,IT,
800101695,Vila Sana,,ES,
800101696,Prapoutel,,FR,
800101697,Montross,VA,US,
800101698,Paco Do Lumiar,,BR,
800101699,Ambrieres,,FR,
800101700,Gradnitz,,AT,
800101704,Matheran,,IN,
800101705,Newport Gwent,,UK,
800101712,Cassano D'Adda,,IT,
800101713,Bambalapitiya,,LK,
800101714,Iligan City,,PH,
800101717,Ilichevo,,RU,
800101721,Petronell Carnuntum,,AT,
800101723,Bolinao,,PH,
800101725,Raanana,,IL,
800101727,Ehrenberg,,DE,
800101729,Ainja,,EE,
800101730,Portreath,,UK,
800101731,Kirtlington,,UK,
800101733,Uhwiesen,,CH,
800101734,Saint Prex,,CH,
800101736,Weleveld,,NL,
800101737,Paasloo,,NL,
800101738,Sankt Jakob im Lesachtal,,AT,
800101739,Sankt Aegyd am Neuwalde,,AT,
800101740,Nismes,,BE,
800101741,Regenstauf,,DE,
800101743,Bruckberg,,DE,
800101744,Varimont,,FR,
800101745,Urschenheim,,FR,
800101747,Sazeray,,FR,
800101748,Saint Gery,,FR,
800101749,Marles sur Canche,,FR,
800101750,Limeray,,FR,
800101751,Cricqueville en Auge,,FR,
800101753,Mackton,,ZA,
800101754,Dwarskersbos,,ZA,
800101755,Serekunda,,GM,
800101756,Linteati,,RO,
800101760,Baracska,,HU,
800101761,Revuca,,SK,
800101762,Medvedzie,,SK,
800101765,Krystallopigi,,GR,
800101766,Arnados,,GR,
800101767,Alagonia,,GR,
800101768,Tappen,BC,CA,
800101770,Sartajada,,ES,
800101771,Combarros,,ES,
800101772,Visso,,IT,
800101774,Zverinac,,HR,
800101775,a_uljana,,HR,
800101776,a_rnovnica,,HR,
800101777,Zeaevo,,HR,
800101778,a_bandaj,,HR,
800101779,Zaraae,,HR,
800101780,Zadvarje,,HR,
800101781,Vrsi,,HR,
800101782,Vojnia Sinjski,,HR,
800101784,Viskoviai,,HR,
800101785,Vinea_,,HR,
800101786,Veliki Vareaiki,,HR,
800101788,Traiae,,HR,
800101789,Trnbusi,,HR,
800101790,Trget,,HR,
800101791,Trbounje,,HR,
800101792,Sviniaiae,,HR,
800101793,Svib,,HR,
800101794,Sutomiaiaica,,HR,
800101795,aÊumber,,HR,
800101796,aÊtikovica,,HR,
800101797,Staniaiovi,,HR,
800101798,Srinjine,,HR,
800101799,aÊoriai,,HR,
800101800,Slivnica,,HR,
800101801,Slime,,HR,
800101802,Siveria,,HR,
800101803,aÊestanovac,,HR,
800101804,Seoca,,HR,
800101805,Savar,,HR,
800101806,Rua_ia,,HR,
800101807,Rogaa,,HR,
800101808,Raslina,,HR,
800101809,Rakalj,,HR,
800101810,Radmani,,HR,
800101811,Puljane,,HR,
800101812,Poljica,,HR,
800101813,Polianik,,HR,
800101814,Podobuae,,HR,
800101815,Peruaiki,,HR,
800101818,Ostrvica,,HR,
800101819,Oailje,,HR,
800101820,Nerea_iaiaa,,HR,
800101821,Nadin,,HR,
800101822,Mraevo,,HR,
800101823,Moaiai,,HR,
800101825,Materada,,HR,
800101826,Maslenica,,HR,
800101827,Mali Vareaiki,,HR,
800101828,Mali Turini,,HR,
800101829,Lukoran,,HR,
800101830,Lovorno,,HR,
800101831,Lisiaiai,,HR,
800101832,Kunj,,HR,
800101833,Kruaievo,,HR,
800101834,Kreaievo,,HR,
800101835,Kraj,,HR,
800101836,Kozljak,,HR,
800101837,Koromaano,,HR,
800101838,Komaji,,HR,
800101839,Klis,,HR,
800101840,Kavran,,HR,
800101841,a_elezniaka Stanica Kaaitel Stari,,HR,
800101842,Kaaitel,,HR,
800101844,Jasenovica,,HR,
800101845,Jadrtovac,,HR,
800101846,Gromaaa,,HR,
800101847,Gornja Glavina,,HR,
800101848,Gata,,HR,
800101849,Drenje,,HR,
800101850,Donji Humac,,HR,
800101851,Divulje,,HR,
800101852,Diminiai,,HR,
800101853,Diklo,,HR,
800101854,Debeljak,,HR,
800101855,Crkvice,,HR,
800101856,Cista Provo,,HR,
800101857,Bubani,,HR,
800101858,Brseaine,,HR,
800101859,Brovinje,,HR,
800101860,Brod Moravice,,HR,
800101861,Broce,,HR,
800101862,Bosiljevo,,HR,
800101863,Bilice,,HR,
800101864,Banjevci,,HR,
800101865,Banj,,HR,
800101866,Babina,,HR,
800101867,Arilje,,RS,
800101868,Krnete,,HR,
800101870,Jadrija,,HR,
800101871,Gornji Dingaa,,HR,
800101872,Kamenmost,,HR,
800101873,Ercegovci,,HR,
800101875,Spanidiga,,HR,
800101876,Montia_ana,,HR,
800101877,Spiaiske Hanuaiovce,,SK,
800101881,Nizhniy Tagil,,RU,
800101884,Aittakoski,,RU,
800101887,Malveira,,PT,
800101889,Sutherland,,AU,
800101892,Bozsok,,HU,
800101893,aÊumiac,,SK,
800101894,Hamor,,SK,
800101898,Fontanilles,,ES,
800101899,Colinas del Campo de Martin Moro,,ES,
800101901,Montalto Dora,,IT,
800101902,Branik,,SI,
800101905,Guamka,,RU,
800101907,Derry / Londonderry,,UK,
800101911,Aya,,RU,
800101914,Fittleworth,,UK,
800101915,Chute,,UK,
800101916,Brighstone,,UK,
800101919,Keysborough,,AU,
800101920,Saint Pey de Castets,,FR,
800101922,Fontaine Henry,,FR,
800101923,Carnas,,FR,
800101925,Banteux,,FR,
800101926,Budeati,,RO,
800101927,MezaÔpeterd,,HU,
800101928,KiskaÔros,,HU,
800101929,Band,,HU,
800101930,Sladkoviaovo,,SK,
800101934,Koronos,,GR,
800101935,Avdon,,IL,
800101938,Rairiz de Veiga,,ES,
800101939,Oria,,ES,
800101941,Higueruela,,ES,
800101943,Camparada,,IT,
800101945,Westlake,,US,
800101946,Upward,NC,US,
800101947,Fulidhoo,,MV,
800101948,Rockland,ME,US,
800101949,Edenwold58,SK,CA,
800101950,Carvalhosa,,PT,
800101951,Purksi,,EE,
800101953,Biel/Bienna,,CH,
800101955,Yamunanagar,,IN,
800101956,Amravati,,IN,
800101957,Satara,,IN,
800101958,Saharanpur,,IN,
800101959,Gampaha / Katunayake,,LK,
800101961,Itanagar,,IN,
800101963,Colesberg,,ZA,
800101965,East Cowes,,UK,
800101966,Ambrolauri,,GE,
800101967,Hegelsom,,NL,
800101968,Spalding,,AU,
800101969,Lavington,,AU,
800101970,Crystal Creek,,AU,
800101972,Montcarra,,FR,
800101973,Montbrand,,FR,
800101975,Busque,,FR,
800101976,Beynes,,FR,
800101977,Quatre Bornes,,MU,
800101979,Duran,,EC,
800101980,Helesfa,,HU,
800101982,Pangalochori,,GR,
800101983,Giv at Yesha yahu,,IL,
800101984,Vallfogona,,ES,
800101985,Traguntia,,ES,
800101987,Perafita,,ES,
800101988,Chovar,,ES,
800101989,Arguedas,,ES,
800101990,Ossaia,,IT,
800101991,Ferraro di Monte Baldo,,IT,
800101992,Larache,,MA,
800101996,Fort Nelson Liard,BC,CA,
800101997,Lacombe County,AB,CA,
800101999,Saint Adrien,QC,CA,
800102000,Saint Alexis De Matapedia,QC,CA,
800102001,Tolga,,AU,
800102003,Boveda,,ES,
800102004,Heron,,BE,
800102005,Jaunsati,,LV,
800102006,Kajal,,SK,
800102007,Puente de Domingo Florez,,ES,
800102009,Waplewo,,PL,
800102010,Olginate,,IT,
800102011,Apial,,CO,
800102012,Bad Konigshofen,,DE,
800102013,Gias Della Casa,,IT,
800102014,Canizar De Los Ajos,,ES,
800102015,Mangalo,,BR,
800102016,Abla,,ES,
800102017,Corte Decortesi,,IT,
800102018,Cavatore,,IT,
800102019,Brogliano,,IT,
800102020,San Leonardo Valcellina,,IT,
800102022,Saint Remy Du Plain,,FR,
800102023,Arneguy,,FR,
800102024,Coubisou,,FR,
800102025,Torralba de Calatrava,,ES,
800102026,Neu Oberhausen,,AT,
800102027,Walcz,,PL,
800102028,Wistka Krolewska,,PL,
800102029,Sovietsk,,RU,
800102030,Vanwyksdorp,,ZA,
800102032,Branston,,UK,
800102034,Slyudyanka,,RU,
800102037,Lasva,,EE,
800102038,Darsham,,UK,
800102039,Cullipool,,UK,
800102040,Les Breuleux,,CH,
800102042,Torre de Dona Chama,,PT,
800102043,Quinta de Santo Antonio,,PT,
800102044,Egmond Binnen,,NL,
800102045,Beerzerveld,,NL,
800102046,Ponda,,IN,
800102047,Mooskirchen,,AT,
800102052,Le Robert,,MQ,
800102053,Glenfarne,,IE,
800102054,Saint Cyr la Roche,,FR,
800102056,Mauprevoir,,FR,
800102057,Le Biot,,FR,
800102058,Laroquebrou,,FR,
800102060,Dangolsheim,,FR,
800102061,Coligny,,FR,
800102066,Fundu Moldovei,,RO,
800102068,Baryshivka,,UA,
800102069,Villa Regina,,AR,
800102070,Nagykapornak,,HU,
800102071,Derecske,,HU,
800102073,Jinju,,KR,
800102074,Chinchina,,CO,
800102075,Wolka Kosowska,,PL,
800102076,Kamienna Gora,,PL,
800102077,Tiscar,,ES,
800102078,Saragueta,,ES,
800102079,Santo Tome de Zabarcos,,ES,
800102080,San Martin de las Cabezas,,ES,
800102081,Penolite,,ES,
800102082,Los Cerezos,,ES,
800102083,La Drova,,ES,
800102084,Ibarguren,,ES,
800102085,Alcala de la Jovada,,ES,
800102086,Puerto Chicama,,PE,
800102088,Pusiano,,IT,
800102089,Montepescali,,IT,
800102090,Agira,,IT,
800102091,Tribanj Kruaiaica,,HR,
800102092,aÊmrika,,HR,
800102093,aÊkrip,,HR,
800102094,Momjan,,HR,
800102095,Lukovo aÊugarje,,HR,
800102096,Lia,,HR,
800102097,Kornia,,HR,
800102098,Kaaitelir,,HR,
800102099,Jablanac,,HR,
800102100,Banovci,,SI,
800102102,Jeti,,EE,
800102103,Purtsi,,EE,
800102105,Lafkos,,GR,
800102107,Sainte Victoire de Sorel,QC,CA,
800102110,Xinyu,,CN,
800102111,Kadavu Island,,FJ,
800102112,Waipukurau,,NZ,
800102113,Exmoor National Park,,UK,
800102114,Ban Phu Wai,,TH,
800102115,Yefremov,,RU,
800102116,Tipinitsy,,RU,
800102118,Dongshi,,TW,
800102121,Linnamae,,EE,
800102122,Koveri,,EE,
800102123,Six Mile Bottom,,UK,
800102124,Ansen,,NL,
800102126,Renshou,,CN,
800102128,Mettingen,,DE,
800102129,Bargteheide,,DE,
800102132,Valady,,FR,
800102133,Saint Maugan,,FR,
800102135,Roscanvel,,FR,
800102136,Puy Sanieres,,FR,
800102137,Peri,,FR,
800102138,Ouarville,,FR,
800102140,Les Omergues,,FR,
800102141,Lecelles,,FR,
800102142,Lamotte du Rhone,,FR,
800102143,La Longine,,FR,
800102144,La Chapelle du Bard,,FR,
800102145,Kaltenhouse,,FR,
800102147,Ciry le Noble,,FR,
800102148,Augan,,FR,
800102149,Arith,,FR,
800102151,Roldan,,AR,
800102152,Azul,,AR,
800102153,Zalaszentlaszlo,,HU,
800102154,Izsak,,HU,
800102155,Raztoano,,SK,
800102156,Okoc Velky Sek,,SK,
800102159,Sedlecko,,CZ,
800102160,Pivonin,,CZ,
800102164,San Vicente del Monte,,ES,
800102166,Penaranda de Duero,,ES,
800102170,Beniatjar,,ES,
800102171,Almenara de Tormes,,ES,
800102172,Shibushi,,JP,
800102173,Imagashima,,JP,
800102174,SantæAngelo in Vado,,IT,
800102175,Rosennano,,IT,
800102176,Polinago,,IT,
800102177,Lozzo Cadore,,IT,
800102178,Zvoneaa,,HR,
800102179,Voaiteni,,HR,
800102180,Vidulini,,HR,
800102182,Veli Jea_enj,,HR,
800102183,Vantaaiai,,HR,
800102184,Valtura,,HR,
800102185,Valdebek,,HR,
800102186,Sveti Anton,,HR,
800102187,Susak,,HR,
800102188,Supetarska Draga,,HR,
800102189,Stara Suaiica,,HR,
800102191,Smoljanci,,HR,
800102192,aÊkatari,,HR,
800102193,aÊikiai,,HR,
800102194,Santalezi,,HR,
800102195,aÊajini,,HR,
800102196,Rua_iai,,HR,
800102197,Rukavac,,HR,
800102198,Risika,,HR,
800102199,Rea_anci,,HR,
800102200,Rapavel,,HR,
800102201,Rakotule,,HR,
800102203,Puntera,,HR,
800102204,Prhati,,HR,
800102205,Povile,,HR,
800102206,Porozina,,HR,
800102207,Polaaa,,HR,
800102208,Plaaiki,,HR,
800102209,Piaan,,HR,
800102210,Ozalj,,HR,
800102211,Orbaniai,,HR,
800102212,NjegovuaÔa,,ME,
800102213,Muntia,,HR,
800102214,Mrgani,,HR,
800102215,Moaiaenice,,HR,
800102216,Maruaievec,,HR,
800102217,Martina,,HR,
800102218,Maraelji,,HR,
800102219,Manjadvorci,,HR,
800102221,Majkusi,,HR,
800102222,Lukovo,,HR,
800102223,Lukovdol,,HR,
800102224,Loborika,,HR,
800102225,Ledenice,,HR,
800102226,Krmed,,HR,
800102228,Krivi Put,,HR,
800102229,Kras,,HR,
800102230,Klada,,HR,
800102231,Katun Lindarski,,HR,
800102233,Jadreaiki,,HR,
800102234,Ika,,HR,
800102235,Hreljiai,,HR,
800102236,Hrboki,,HR,
800102237,Heki,,HR,
800102238,Glavani,,HR,
800102239,Galia_ana,,HR,
800102240,Gajana,,HR,
800102241,Gabonjin,,HR,
800102242,Filipana,,HR,
800102243,Drivenik,,HR,
800102245,Dolenja Vas,,HR,
800102246,Dinjiaika,,HR,
800102247,Cukriai,,HR,
800102248,Crni Kal,,HR,
800102249,Cesarica,,HR,
800102250,Butkoviai,,HR,
800102251,Buriai,,HR,
800102252,Brkaa,,HR,
800102253,Brestova Draga,,HR,
800102254,Boljun,,HR,
800102255,Bokordiai,,HR,
800102256,Biaiai,,HR,
800102257,Bibiai,,HR,
800102258,Belej,,HR,
800102259,Baaiiai,,HR,
800102260,Baria Draga,,HR,
800102261,Donje Baredine,,HR,
800102262,Banjol,,HR,
800102263,Baldaaii,,HR,
800102264,Baava,,HR,
800102265,Huarocondo,,PE,
800102266,Dubravka,,HR,
800102268,Peresiji,,HR,
800102269,aÊtokovci,,HR,
800102270,Juriaev Kal,,HR,
800102271,Krnjaloa_a,,HR,
800102272,Pamiai,,HR,
800102273,Ribarica,,HR,
800102278,Koromani,,HR,
800102279,Vamo,,US,
800102280,Lower Waterford,VT,US,
800102281,Montescano,,IT,
800102282,Sant Agata Li Battiati,,IT,
800102283,Monasterio De Hermo,,ES,
800102285,Isla del Pirata,,CO,
800102286,Ololaimutiek,,KE,
800102287,Maplecrest,NY,US,
800102288,Stikine,BC,CA,
800102289,Special Area No 2,AB,CA,
800102290,Springfield,MB,CA,
800102291,East Hants,NS,CA,
800102293,Ceyhan,,TR,
800102294,Kantemirowka,,RU,
800102295,Nohfelden,,DE,
800102296,Buckwitz,,DE,
800102297,Ezy Sur Eure,,FR,
800102298,Forstinning,,DE,
800102299,Geyre,,TR,
800102300,Kunowo,,PL,
800102301,La Canada de Verich,,ES,
800102302,Mirkovci,,HR,
800102303,Podlehnik,,SI,
800102305,Aranha,,BR,
800102306,Gbelce,,SK,
800102307,Straschowitz,,CZ,
800102308,Pomas,,FR,
800102311,Buffelskloof,,ZA,
800102312,Alten,,CH,
800102313,Forromeco,,BR,
800102314,Cheremoshniki,,RU,
800102315,Vysokoye,,RU,
800102316,Tartano,,IT,
800102317,Pietrabruna,,IT,
800102318,Nogarole Vicentino,,IT,
800102319,San Nicolo Di Comelico,,IT,
800102321,Adrara San Rocco,,IT,
800102322,Monte San Martino,,IT,
800102323,Ocre,,IT,
800102324,San Marco Dalunzio,,IT,
800102325,Allas Les Mines,,FR,
800102326,Saint Andre Dallas,,FR,
800102328,Garrigues Sainte Eulalie,,FR,
800102329,Valdealvillo,,ES,
800102331,Biezelinge,,NL,
800102332,Angouseliana,,GR,
800102333,Nueva California,,PA,
800102334,Cambelltown,,AU,
800102335,Fort De France,,MQ,
800102337,Atimonan,,PH,
800102339,Phan Thong,,TH,
800102340,Pushkinskiye Gory,,RU,
800102341,Knyazhikha,,RU,
800102344,Villebaül,,DK,
800102345,Vig,,DK,
800102346,Vester Skerninge,,DK,
800102347,Vestergayrd,,DK,
800102349,Venemose,,DK,
800102350,Vedelshave,,DK,
800102351,Varminglund,,DK,
800102352,Togeholt,,DK,
800102353,Tjaürneholm,,DK,
800102354,Store Kongsmark,,DK,
800102355,Stavreby,,DK,
800102356,Skovs Haüjrup,,DK,
800102357,Skaystrup,,DK,
800102358,Rude,,DK,
800102360,Risby,,DK,
800102361,Nordost,,DK,
800102362,Melby,,DK,
800102363,Lundby Stationsby,,DK,
800102364,Kappel,,DK,
800102365,Kalvehave,,DK,
800102366,Idestrup,,DK,
800102367,Horslunde,,DK,
800102370,Hjerpsted,,DK,
800102371,Henne,,DK,
800102372,Harpelunde,,DK,
800102373,Grevinge,,DK,
800102374,Errindlev,,DK,
800102375,Emmerlev,,DK,
800102376,Draüsselbjerg,,DK,
800102377,Buntje Ballum,,DK,
800102378,Bro,,DK,
800102379,Bramming,,DK,
800102380,Bjaürnstrup,,DK,
800102381,Bagenkop,,DK,
800102382,Baydsbaül Ballum,,DK,
800102383,Asperup,,DK,
800102384,Arrild,,DK,
800102385,aÉgerup,,DK,
800102387,Matsukula,,EE,
800102388,Mada_ianai,,LT,
800102389,Langholm,,UK,
800102390,Carsethorn,,UK,
800102391,Aston,,UK,
800102392,Killeberg,,SE,
800102402,Saint Pierre de Fursac,,FR,
800102403,Saint Dalmas le Selvage,,FR,
