iata,airport,cityid_ppn,state_code,country_code
BVH,Brig Camarao Airport,800066937,,BR
BVI,Birdsville Airport,,,AU
BVM,Belmonte,,,BR
BVO,Bartlesville Municipal,,OK,US
BVV,Burevestnik Airport,800541118,,RU
BVX,Batesville Regional,,AR,US
BVY,Beverly Municipal,,MA,US
BWA,Gautam Buddha Airport,800062277,,NP
BWC,Brawley Municipal,,CA,US
BWD,Brownwood Regional Airport,800050491,TX,US
BWE,Braunschweig Wolfsburg Airport,800026068,,DE
BWF,Barrow/Walney Island Airfield,,,UK
BWG,Warren County Regional Airport,800090826,KY,US
BWH,RMAF Butterworth,,,MY
BWI,Baltimore/Washington Intl Thurgood Marshall Apt,800048333,MD,US
BWK,Bol Airport,800045707,,HR
BWN,Brunei Intl Airport,800032600,,BN
BWT,Burnie Airport,800027320,,AU
BWU,Bankstown,,,AU
BXA,George R. Carr Memorial Air Field,,MS,US
BXB,Babo Airport,,,ID
BXG,Bendigo,,GA,US
BXK,Buckeye Municipal,,AZ,US
BXN,Milas,,,TR
BXO,Buochs,,,CH
BXR,Bam Airport,800142793,,IR
BXU,Butuan Airport,800100211,,PH
BXV,Breiddalsvik,,,IS
BYC,Yacuiba Airport,800295282,,BO
BYG,Johnson County,,WY,US
BYH,Arkansas International,,AR,US
BYI,Burley Municipal,,ID,US
BYJ,Beja Airport,800074815,,PT
BYK,Bouake Airport,,,CI
BYM,Carlos Manuel De Cespedes Airport,800169682,,CU
BYN,Bayankhongor Airport,800261679,,MN
BYO,Bonito Airport,800036300,,BR
BYR,Laeso Airport,800551608,,DK
BYT,Bantry,,,IE
BYU,Bindlacher Berg,,,DE
BYY,Bay City Municipal,,TX,US
BZA,Bonanza Airport,,,NI
BZE,Philip S W Goldson Intl Airport,800033256,,BZ
BZG,Bydgoszcz Airport,800038372,,PL
BZI,Balikesir Airport,800054918,,TR
BZK,Bryansk,,,RU
BZL,Barisal Airport,800540451,,BD
BZN,Gallatin Field,800048956,MT,US
BZO,Bolzano Dolomiti Airport,800044925,,IT
BZR,Cap d`Agde Airport,800029213,,FR
BZS,Umberto Modiano,,,BR
BZV,Maya Maya Airport,800520279,,CG
BZZ,RAF Brize Norton,800017466,,UK
CAB,Cabinda Airport,,,AO
CAC,Cascavel Airport,800036250,,BR
CAD,Wexford County,,,US
CAE,Columbia Metropolitan Airport,800050260,SC,US
CAG,Elmas Airport,800044832,,IT
CAH,Ca Mau Airport,800094162,,VN
CAI,Cairo Intl Airport,800041246,,EG
CAJ,Canaima Airport,800053987,,VE
CAK,Akron Canton Regional Airport,800049738,OH,US
CAL,Campbeltown Airport,800017125,,UK
CAN,Guangzhou Baiyun Intl Airport,800022654,CA,CN
CAO,Clayton Municipal Airpark,,NM,US
CAP,Cap Haitien Airport,800088130,,HT
CAR,Caribou Municipal,,ME,US
CAS,Anfa,,,MA
CAT,Cat Island Airport,800002557,,BS
CAU,Oscar Laranjeias,,,BR
CAW,Bartolomeu Lysandro Airport,800553852,,BR
CAX,Carlisle,,,UK
CAY,Felix Eboue Airport,800013474,,GF
CAZ,Cobar Airport,800546509,NS,AU
CBB,Jorge Wilstermann Intl Airport,800035859,,BO
CBE,Greater Cumberland Regional,,MD,US
CBF,Council Bluffs Municipal,,IA,US
CBG,Cambridge Airport,800096619,,UK
CBH,Boudghene Ben Ali Lotfi Airport,800528980,,DZ
CBK,Colby Municipal (Shalz Field),,KS,US
CBL,Ciudad Bolivar,,,VE
CBM,Columbus Air Force Base,,MS,US
CBN,Penggung Airport,800014972,,ID
CBO,Cotabato Airport,800550948,,PH
CBP,Coimbra,,,PT
CBQ,Margaret Ekpo Intl Airport,800527513,,NG
CBR,Canberra Intl Airport,800027309,,AU
CBT,Catumbela Airport,800511167,,AO
CBU,Cottbus-Drewitz,,,DE
CCB,Cable,,CA,US
CCC,Jardines del Rey Intl Airport,,,CU
CCE,L`Esperance (Grand Case),,,GP
CCF,Carcassonne Airport,800031542,,FR
CCJ,Calicut Airport,800072342,,IN
CCK,Cocos (Keeling) Islands Airport,800080562,,CC
CCM,Diomicio Freitas Airport,800099317,,BR
CCN,Chaghcharan Airport,800179458,,AF
CCO,Carimagua (Newnan Coweta Co),,GA,US
CCP,Carriel Sur Airport,800033927,,CL
CCR,Buchanan Field,,CA,US
CCS,Simon Bolivar Intl Airport,800033756,,VE
CCU,Kolkata Intl Airport,800013427,,IN
CCV,Craig Cove Airport,800540962,,VU
CCZ,Chub Cay Intl Airport,800125901,,BS
CDA,Cooinda,,,AU
CDB,Cold Bay Airport,800108506,AK,US
CDC,Cedar City Regional Airport,800050764,UT,US
CDG,Charles De Gaulle (Roissy) Airport,800029376,,FR
CDI,Raimundo de Andrade Airport,800062399,,BR
CDK,George T. Lewis,,FL,US
CDN,Woodward Field,,SC,US
CDR,Chadron Municipal Airport,800048989,NE,US
CDS,Childress Municipal,,TX,US
CDU,Camden,,,AU
CDV,Merle K (Mudhole) Smith Airport,800046488,AK,US
CDW,Essex County Airport,800049279,NJ,US
CEA,Cessna Aircraft Field,,KS,US
CEB,Cebu Airport,800002944,,PH
CEC,Jack McNamara Field / Del Norte County Airport,800046718,CA,US
CED,Ceduna Airport,800060434,,AU
CEE,Cherepovets Airport,800014389,,RU
CEF,Westover ARB/Westover Metropolitan,,MA,US
CEG,Chester Hawarden Airport,800497440,,UK
CEI,Chiang Rai Airport,800013580,,TH
CEJ,Chernihiv Shestovitsa Airport,800499632,,UA
CEK,Chelyabinsk Airport,800014390,,RU
CEM,Central Airport,800108496,AK,US
CEN,Ciudad Obregon Intl Airport,800003032,,MX
CEQ,Cannes - Mandelieu,,,FR
CER,Cherbourg - Maupertus,,,FR
CES,Cessnock,,,AU
CET,Cholet Le Pontreau,,,FR
CEU,Oconee County Regional,,SC,US
CEV,Mettel Field,,IN,US
CEW,Bob Sikes,,FL,US
CEY,Murray-Calloway County,,KY,US
CEZ,Cortez Municipal Airport,800047121,CO,US
CFA,Coffee Point Airport,800544063,AK,US
CFB,Cabo Frio International Airport,800036291,,BR
CFC,Carlos Alberto da Costa Neves Airport,800085517,,BR
CFD,Coulter Field,,TX,US
CFE,Aulnat Airport,800543942,,FR
CFG,Jaime Gonzalez,800167960,,CU
CFJ,Crawfordsville Municipal,,IN,US
CFN,Donegal Airport,800068911,,IE
CFO,Confresa Airport,800198581,,BR
CFR,Carpiquet Airport,800031593,,FR
CFS,Coffs Harbour Airport,800027292,,AU
CFU,Corfu Airport,800558717,,GR
CFV,Coffeyville Municipal,,KS,US
CGA,Craig Airport,800108509,AK,US
CGB,Marechal Rondon Airport,800036222,,BR
CGC,Cape Gloucester,,FL,US
CGD,Changde Taohuayuan Airport,800004326,,CN
CGE,Cambridge-Dorchester,,MD,US
CGF,Cuyahoga County,,OH,US
CGH,Congonhas Airport,800035925,,BR
CGI,Cape Girardeau Regional Airport,800048861,MO,US
CGK,Soekarno-Hatta Intl Airport,800014962,,ID
CGM,Camiguin Airport,800094096,,PH
CGN,Cologne Bonn Airport,800024805,,DE
CGO,Zhngzhou Xinzheng Intl Airport,800092218,,CN
CGP,Shah Amanat Intl Airport,800056843,,BD
CGQ,Changchun Longjia Intl Airport,800097340,,CN
CGR,Campo Grande Airport,800036271,,BR
CGS,College Park,,MD,US
CGY,Laguindingan Airport,800019109,,PH
CGZ,Casa Grande Municipal,,AZ,US
CHA,Lovell Field / Chattanooga Metropolitan Airport,800050367,TN,US
CHC,Christchurch Intl Airport,800027520,,NZ
CHD,Chandler Municipal,,AZ,US
CHF,Chinhae,,,KR
CHG,Chaoyang Airport,800540845,,CN
CHH,Chachapoyas,,,PE
CHK,Chickasha Municipal,,OK,US
CHO,Albemarle Airport,800050874,VA,US
CHQ,Chania Airport,800034925,,GR
CHR,Deols,,,FR
CHS,Charleston Intl Airport,800050277,SC,US
CHT,Tuuta Airport,800142328,,NZ
CHU,Chuathbaluk Airport,800132663,AK,US
CHV,Chaves,,,PT
CHX,Cap Manuel Nino Intl Airport,800096004,,PA
CHY,Choiseul Bay Airport,800541070,,SB
CIA,Rome Ciampino Airport,800042891,,IT
CIC,Chico Municipal Airport,800046696,CA,US
CID,The Eastern Iowa Airport,800048054,IA,US
CIF,Chifeng Airport,800171009,,CN
CIH,Changzhi Wangcun Airport,800094122,,CN
CIJ,Captain Anibal Arab Airport,800299261,,BO
CIK,Chalkyitsik Airport,800108497,AK,US
CIP,Chipata Airport,800077419,,ZM
CIR,Cairo Regional,,,US
CIT,Shymkent Airport,800019290,,KZ
CIU,Chippewa County Intl Airport,800096555,MI,US
CIW,Canouan Island Airport,800032922,,VC
CIX,Capitan FAP Jose A. Quinones Gonzalez Airport,800511621,,PE
CIZ,Coari Airport,800524763,,BR
CJA,Cajamarca Airport,800041226,,PE
CJB,Peelamedu Airport,800020945,,IN
CJC,El Loa Airport,800033935,,CL
CJJ,Cheongju Intl Airport,800035823,,KR
CJL,Chitral Airport,800540948,,PK
CJM,Chumphon Airport,800013856,,TH
CJR,Culpeper Regional,,VA,US
CJS,Abraham Gonzalez Intl Airport,800026849,,MX
CJT,Comitan Airport,800026838,,MX
CJU,Jeju Intl Airport,800035803,,KR
CKB,North Central West Virginia Airport,800051089,WV,US
CKD,Crooked Creek Airport,800108510,AK,US
CKF,Crisp County-Cordele,,GA,US
CKG,Chongqing Jiangbei Intl Airport,800022687,,CN
CKH,Chokurdakh Airport,800540967,,RU
CKM,Fletcher Field,,MS,US
CKP,Cherokee County Regional,,IA,US
CKS,Carajas Airport,800524917,,BR
CKV,Outlaw Field,,TN,US
CKY,Conakry Airport,800567334,,GN
CKZ,Canakkale Airport,800035676,,TR
CLD,McClellan-Palomar Airport,800046681,CA,US
CLE,Hopkins Intl Airport,800049770,OH,US
CLF,Clear Sky Lodge,,,UK
CLI,Clintonville Municipal,,WI,US
CLJ,Napoca Intl Airport,800097391,,RO
CLK,Clinton Regional,,OK,US
CLL,Easterwood Airport,800050515,TX,US
CLM,William R Fairchild Intl Airport,800051049,WA,US
CLN,Carolina,,,BR
CLO,Aragon Intl Airport,800036447,,CO
CLP,Clarks Point Airport,800108504,AK,US
CLQ,Lic Miguel de la Madrid Airport,800026840,,MX
CLR,Cliff Hatfield Memorial,,CA,US
CLS,Chehalis-Centralia,,WA,US
CLT,Charlotte Douglas Intl Airport,800049611,NC,US
CLU,Columbus Municipal Airport,800047965,IN,US
CLV,Nelson Ribeiro Guimaraes Airport,800036279,,BR
CLW,Clearwater Air Park,,FL,US
CLX,Clorinda,,,AR
CLY,Calvi Airport,800031576,,FR
CMA,Cunnamulla Airport,800085022,QL,AU
CMB,Bandaranaike Intl Airport,800019432,,LK
CME,Ciudad del Carmen Intl Airport,800002951,,MX
CMF,Chambery Airport,800031454,,FR
CMG,Corumba Intl Airport,800036228,,BR
CMH,Port Columbus Intl Airport,800049771,OH,US
CMI,University of Illinois-Willard Airport,800047801,IL,US
CMJ,Qimei Airport,800540955,,TW
CMN,Mohamed V Airport,800045823,,MA
CMR,Houssen Airport,800030639,,FR
CMU,Chimbu Airport,800079153,,PG
CMW,Ignacio Agramonte Intl Airport,800169113,,CU
CMX,Hancock County Memorial Airport,800048610,MI,US
CMY,Sparta/Fort McCoy,,WI,US
CND,Mihail Kogalniceanu Intl Airport,800033185,,RO
CNF,Tancredo Neves/Confins Intl Airport,800036310,,BR
CNG,Parvaud,,,FR
CNH,Claremont Municipal,,VT,US
CNI,Changhai Airport,800540911,,CN
CNJ,Cloncurry Airport,800532825,,AU
CNK,Blosser Municipal,,KS,US
CNM,Carlsbad City Air Terminal,800049294,NM,US
CNO,Chino,,CA,US
CNP,Nerlerit Inaat Airport,800541095,,GL
CNQ,Dr Fernando Piragine Niveyro Intl Airport,800033687,,AR
CNS,Cairns Intl Airport,800027314,,AU
CNU,Chanute Martin Johnson,,KS,US
CNV,Canavieiras,,,BR
CNW,TSTC Waco,,TX,US
CNX,Chiang Mai Intl Airport,800097829,,TH
CNY,Canyonlands Field Airport,800050780,UT,US
COC,Concordia (Comodoro Pierrestegui),,,AR
COD,Yellowstone Regional Airport,800051223,WY,US
COE,Coeur d`Alene Air Terminal,,ID,US
COF,Patrick Air Force Base,,FL,US
COH,Cooch Behar Airport,800144964,,IN
COI,Merritt Island,,FL,US
COJ,Coonabarabran,,,AU
COK,Kochi Airport,800097695,,IN
COM,Coleman Municipal,,TX,US
CON,Concord Municipal,,NH,US
COO,Cotonou Airport,800107903,,BJ
COQ,Choibalsan Airport,800541036,,MN
COR,Ing. Aer. Ambrosio L. V. Taravella Intl Airport,800033690,,AR
COS,Colorado Springs Municipal Airport,800047120,CO,US
COU,Columbia Regional Airport,800048866,MO,US
COV,Covilha,,,PT
COZ,Constanza Airport,800086534,,DO
CPC,Aviador Carlos Campos Airport,800544014,,AR
CPD,Coober Pedy Airport,800027289,,AU
CPE,Ing. Alberto Acuna Ongay Intl Airport,800026865,,MX
CPH,Copenhagen Airport Kastrup,800014587,,DK
CPK,Chesapeake Regional,,VA,US
CPM,Compton/Woodley,,CA,US
CPO,Desierto de Atacama Airport,800033925,,CL
CPQ,Campinas Airport,800549964,,BR
CPR,Natrona County Intl Airport,800051221,WY,US
CPS,St Louis Downtown Airport,800096210,IL,US
CPT,Cape Town Intl Airport,800032878,,ZA
CPU,Cururupu,,CA,US
CPV,Campina Grande Airport,800036276,,BR
CPX,Benjamin Rivera Noriega Airport,800051262,PR,US
CQD,Shahrekord Airport,800541029,,IR
CQF,Calais - Dunkerque,,,FR
CQM,Ciudad Real Central Airport,800039636,,ES
CQX,Chatham Municipal,,MA,US
CRA,Craiova Airport,800033178,,RO
CRC,Santa Ana Airport,800069381,,CO
CRD,General Enrique Mosconi Intl Airport,800033696,,AR
CRE,Grand Strand,,SC,US
CRG,Craig Municipal,,FL,US
CRI,Crooked Island Airport,800070592,,BS
CRK,Luzon Island Clark Field Airport,800019123,,PH
CRL,Brussels South Charleroi Airport,800022374,,BE
CRM,Catarman National Airport,800315369,,PH
CRO,Corcoran,,CA,US
CRP,Corpus Christi Intl Airport,800050523,TX,US
CRS,Corsicana Municipal (C. David Campbell Field),,TX,US
CRU,Carriacou Airport,800132224,,GD
CRV,Sant`Anna Airport,800044284,,IT
CRW,Yeager Airport,800051088,WV,US
CRZ,Turkmenabat Airport,,,TM
CSF,Creil Air Base,,,FR
CSG,Columbus Metropolitan Airport,800047581,GA,US
CSH,Solovki Airport,800078799,,RU
CSI,Casino,,,AU
CSK,Cap Skiring Airport,800095279,,SN
CSL,Cabo San Lucas Intl Airport,,,MX
CSM,Clinton Sherman,,OK,US
CSO,Magdeburg Cochstedt Airport,800025213,,DE
CSQ,Creston Municipal,,IA,US
CSV,Crossville Memorial-Whitson Field,,TN,US
CSX,Changsha Huanghua Intl Airport,800100485,,CN
CSY,Cheboksary Airport,800014392,,RU
CTA,Fontanarossa Airport,800044532,,IT
CTC,Coronel Felipe Varela Intl Airport,800068407,,AR
CTD,Alonso Valderrama Airport,800041999,,PA
CTG,Rafael Nunez Intl Airport,800003445,,CO
CTJ,West Georgia Regional O V Gray Field,,GA,US
CTL,Charleville Airport,800085028,,AU
CTM,Chetumal Intl Airport,800026858,,MX
CTN,Cooktown Airport,800027288,QL,AU
CTS,New Chitose Airport,800041940,,JP
CTT,Le Castellet,,,FR
CTU,Chengdu Shuangliu Intl Airport,800022689,,CN
CTY,Cross City,,FL,US
CUA,Ciudad Constitucion Airport,800132674,,MX
CUB,Columbia Owens Downtown,,SC,US
CUC,Camilo Daza Airport,800541921,,CO
CUD,Caloundra,,QL,AU
CUE,Mariscal Lamar Airport,800033805,,EC
CUF,Levaldigi Airport,800085896,,IT
CUK,Caye Caulker Airport,800033253,,BZ
CUL,Federal de Bachigualato Intl Airport,800026831,,MX
CUM,Antonio Jose de Sucre Airport,800033746,,VE
CUN,Cancun Intl Airport,800026864,,MX
CUQ,Coen Airport,,,AU
CUR,Hato Airport,800064356,,CW
CUU,Gen Roberto Fierro Villalobos Intl Airport,800026856,,MX
CUZ,Velazco Astete Airport,800041214,,PE
CVE,Covenas,,,CO
CVF,Courchevel,,,FR
CVG,Cincinnati/Northern Kentucky Intl Airport,800049768,OH,US
CVH,Caviahue,,CA,US
CVJ,Gen Mariano Matamoros Airport,800026833,,MX
CVK,Sharp County Regional,,AR,US
CVM,Gen Pedro J Mendez Intl Airport,800026845,,MX
CVN,Clovis Municipal Airport,800049298,NM,US
CVO,Corvallis Municipal,,OR,US
CVQ,Carnarvon Airport,800027305,WA,AU
CVS,Cannon Air Force Base,,NM,US
CVT,Coventry Airport,800016971,,UK
CVU,Corvo Airport,800206957,,ZO
CVX,Charlevoix Municipal,,MI,US
CWA,Central Wisconsin Airport,800002468,WI,US
CWB,Afonso Pena Airport,800036219,,BR
CWC,Chernovtsy Airport,800499639,,UA
CWF,Chennault International,,LA,US
CWI,Clinton Municipal,,IA,US
CWL,Cardiff Airport,800017120,,UK
CWS,Center Island,,AR,US
CWT,Cowra,,,AU
CWV,Claxton-Evans County,,GA,US
CWW,Corowa,,,AU
CXB,Cox`s Bazar Airport,800078037,,BD
CXF,Coldfoot Airport,800132678,AK,US
CXH,Vancouver Coal Harbour Seaplane Base,800036509,BC,CA
CXI,Cassidy Intl Airport,800157682,,KI
CXJ,Caxias Do Sul Airport,800036244,,BR
CXL,Calexico International,,CA,US
CXO,Lone Star Executive,,TX,US
CXP,Tunggul Wulung Airport,800008239,,ID
CXR,Cam Ranh Intl Airport,800108393,,VN
CXU,Camilla-Mitchell County,,GA,US
CXY,Cat Cay,,PA,US
CYB,Captain Charles Kirkconnel Intl Airport,800542329,,KY
CYC,Caye Chapel Airport,800033253,,BZ
CYF,Chefornak Airport,800108498,AK,US
CYI,Chiayi (Shueishang) Airport,800015119,,TW
CYO,Vilo Acuna Airport,,,CU
CYP,Calbayog Airport,800009497,,PH
CYR,Laguna de Los Patos International,,,UY
CYS,Cheyenne Regional Airport / Jerry Olsen Field,800051222,WY,US
CYW,Capt Rogelio Castillo National Airport,800026860,,MX
CYX,Chersky Airport,800289321,,RU
CYZ,Cauayan Airport,800098560,,PH
CZA,Chichen Itza Intl Airport,800003057,,MX
CZD,Cozad Municipal,,NE,US
CZE,Coro Airport,800157033,,VE
CZG,Tri-Cities,,NY,US
CZH,Corozal Airport,800033252,,BZ
CZK,Cascade Locks State,,OR,US
CZL,Mohamed Boudiaf Intl Airport,800057761,,DZ
CZM,Cozumel Intl Airport,800026836,,MX
CZS,Campo Intl Airport,800060803,,BR
CZU,Las Brujas Airport,800562676,,CO
CZW,Rudniki,,,PL
CZX,Changzhou Benniu Airport,800549965,,CN
DAA,Davison Army Airfield,,VA,US
DAB,Daytona Beach Intl Airport,800047325,FL,US
DAC,Hazrat Shahjalal Intl Airport,800014830,,BD
DAD,Da Nang Airport,800013598,,VN
DAG,Barstow-Daggett,,CA,US
DAL,Dallas Love Field,800050526,TX,US
DAM,Damascus Intl Airport,,,SY
DAN,Danville Regional,,VA,US
DAR,Dar Es Salaam Airport,800017547,,TZ
DAT,Datong Deijiazao Airport,800096799,,CN
DAU,Daru Airport,800309783,,PG
DAV,Enrique Malek Intl Airport,800041997,,PA
DAW,Skyhaven,,NH,US
DAX,Dazhou Heshi (Daxian) Airport,800333071,,CN
DAY,James M Cox Dayton Intl Airport,800049775,OH,US
DBA,Dalbandin Airport,800174407,,PK
DBM,Debre Marcos Airport,800534613,,ET
DBN,W. H. `Bud` Barron,,GA,US
DBO,Dubbo Airport,800027258,,AU
DBQ,Dubuque Regional Airport,800048066,IA,US
DBV,Dubrovnik Airport,800045654,,HR
DCA,Ronald Reagan Washington National Airport,800096547,DC,US
DCF,Canefield Airport,800032595,,DM
DCI,Rafsu Decimomannu,,,IT
DCM,Mazamet Airport,800058322,,FR
DCR,Decatur Hi-Way,,IN,US
DCU,Pryor Field Regional,,AL,US
DDC,Dodge City Regional Airport,800048107,KS,US
DDG,Dandong Langtou Airport,800022679,,CN
DDH,William H. Morse State,,VT,US
DEA,Dera Ghazi Khan Airport,800058968,,PK
DEB,Debrechen Intl Airport,800034122,,HU
DEC,Decatur Airport,800047812,IL,US
DED,Jolly Grant Airport,800020935,,IN
DEE,Mendeleyevo Airport,800342458,,RU
DEL,Indira Gandhi Intl Airport,800020793,,IN
DEM,Dembidollo Airport,800528191,,ET
DEN,Denver Intl Airport,800047125,CO,US
DEQ,J Lynn Helms Sevier County,,AR,US
DET,Coleman A. Young International,,MI,US
DEW,Deer Park,,WA,US
DFI,Defiance Memorial,,OH,US
DFW,Dallas/Fort Worth Intl Airport,800050526,TX,US
DGA,Dangriga Airport,800055898,,BZ
DGE,Mudgee Airport,800092139,NS,AU
DGO,Gen Guadalupe Victoria Intl Airport,800056524,,MX
DGT,Dumaguete Airport,800019094,,PH
DGW,Converse County,,WY,US
DHA,Dhahran Intl Airport,800003173,,SA
DHB,Deer Harbor Airport,800132661,WA,US
DHF,Al Dhafra,,,AE
DHI,Dhangadhi Airport,800541709,,NP
DHM,Gaggal Airport,800004396,,IN
DHN,Dothan Regional Airport,800046400,AL,US
DHR,De Kooy,,,NL
DHT,Dalhart Municipal,,TX,US
DIB,Dibrugarh Airport,800070785,,IN
DIE,Arrachart Airport,800524905,,MG
DIG,Deqen Shangri-La Airport,800004315,,CN
DIJ,Longvic Airport,800031094,,FR
DIK,Theodore Roosevelt Regional Airport,800001322,ND,US
DIL,Presidente Nicolau Lobato Intl Airport,800061284,,TL
DIN,Dien Bien Phu Airport,800004161,,VN
DIR,Dire Dawa Airport,800528260,,ET
DIS,Ngot Nzoungou Airport,800560594,,CG
DIU,Diu Airport,800077443,,IN
DIW,Mawella Lagoon Airport,800540985,,LK
DIY,Diyarbakir Airport,800035648,,TR
DJB,Sultan Thaha Airport,800060142,,ID
DJE,Melita Airport,800092638,,TN
DJG,Djanet Tiska,800141391,,DZ
DJJ,Sentani - Jayapura Airport,800014961,,ID
DKB,De Kalb Taylor Municipal,,IL,US
DKI,Dunk Island Airport,800541064,,AU
DKK,Chautauqua County/Dunkirk,,NY,US
DKR,Yoff Airport,800084736,,SN
DKX,Knoxville Downtown Island,,TN,US
DLA,Douala Airport,800014084,,CM
DLC,Dalian Zhoushuizi Intl Airport,800332776,,CN
DLD,Dagali,,,NO
DLE,Dole - Jura Airport,800079556,,FR
DLF,Laughlin Air Force Base,,TX,US
DLG,Dillingham Airport,800000002,AK,US
DLH,Duluth Intl Airport,800048716,MN,US
DLI,Dalat Airport,800013564,,VN
DLL,Dillon County [Baraboo Wisconsin Dells],,WI,US
DLM,Dalaman Airport,800051768,,TR
DLN,Dillon,,MT,US
DLO,Delano Municipal,,CA,US
DLS,Columbia Gorge Regional (The Dalles Municipal),,OR,US
DLU,Dali Airport,800022683,,CN
DLV,Delissaville,,,AU
DLY,Dillon`s Bay Airport,800541106,,VU
DLZ,Dalanzadgad Airport,800340883,,MN
DMA,Davis Monthan Air Force Base,,AZ,US
DMB,Taraz Airport,800561935,,KZ
DMD,Doomadgee Airport,,,AU
DME,Domodedovo Intl Airport,800014288,,RU
DMK,Don Mueang Intl Airport,800013708,,TH
DMM,Damman King Fahad Airport,800003172,,SA
DMN,Deming Municipal,,NM,US
DMO,Sedalia Memorial,,MO,US
DMU,Dimapur Airport,800250209,,IN
DMW,Carroll County Regional/Jack B Poage Field,,MD,US
DNA,Kadena AFB - Okinawa Airport,800058880,,JP
DND,Dundee Airport,800497639,,UK
DNH,Dunhuang Airport,800093805,,CN
DNK,Dnepropetrovsk Airport,800033490,,UA
DNL,Daniel Field,,GA,US
DNN,Dalton Municipal,,GA,US
DNQ,Deniliquin,,,AU
DNR,Dinard - Saint Malo Airport,800029294,,FR
DNV,Vermilion County,,IL,US
DNZ,Denizli Airport,800549987,,TR
DOD,Dodoma Airport,800094313,,TZ
DOH,Doha Intl Airport,800035318,,QA
DOK,Donetsk Airport,800033484,,UA
DOL,Deauville Airport,800031109,,FR
DOM,Melville Hall Airport,800032598,,DM
DOT,Don Torcuato,,,AR
DOU,Francisco de Matos Pereira Airport,800540965,,BR
DOV,Dover Air Force Base,,DE,US
DOY,Dongying Shengli Airport,800099753,,CN
DPA,Dupage,,IL,US
DPE,St Aubin,,,FR
DPL,Dipolog Airport,800072336,,PH
DPO,Devonport Airport,800027264,,AU
DPS,Ngurah Rai Intl Airport,800014842,,ID
DQH,Douglas Municipal,,GA,US
DRB,Derby Airport,800072319,,AU
DRG,Deering Airport,800108511,AK,US
DRI,Beauregard Regional,,LA,US
DRK,Drake Bay Airport,800033348,,CR
DRO,La Plata County Airport,800047128,CO,US
DRS,Dresden Airport,800025832,,DE
DRT,Del Rio Intl Airport,800050531,TX,US
DRW,Darwin Intl Airport,800027270,,AU
DSA,Robin Hood Airport,800017342,,UK
DSE,Dessie Airport,800544034,,ET
DSK,Dera Ismail Khan Airport,800152738,,PK
DSM,Des Moines Intl Airport,800048065,IA,US
DSN,Ordos Ejin Horo Airport,800004582,,CN
DSV,Dansville Municipal,,NY,US
DTD,Datadawai Airport,800540929,,ID
DTI,Diamantina Airport,800036214,,BR
DTL,Detroit Lakes (Wething Field),,MN,US
DTM,Wickede Airport,800025845,,DE
DTN,Shreveport Downtown,,LA,US
DTO,Denton Municipal,,TX,US
DTS,Destin-Fort Walton Beach,,FL,US
DTW,Detroit Metropolitan Wayne County Airport,800048593,MI,US
DUA,Eaker Field,,OK,US
DUB,Dublin Airport,800027683,,IE
DUC,Halliburton Field,,OK,US
DUD,Dunedin Airport,800027514,,NZ
DUG,Bisbee-Douglas International,,AZ,US
DUH,Toledo Suburban,,OH,US
DUJ,DuBois Regional Airport,800001916,PA,US
DUR,King Shaka Intl (La Mercy) Airport,800032868,,ZA
DUS,Dusseldorf Intl Airport,800025816,,DE
DUT,Unalaska / Dutch Harbor Airport,800108513,AK,US
DUX,Moore County,,TX,US
DVI,Donaueschingen Villingen,,,DE
DVK,Stuart Powell Field,,KY,US
DVL,Devils Lake Regional Airport,800001321,ND,US
DVN,Davenport Municipal,,IA,US
DVO,Francisco Bangoy Intl Airport,800019096,,PH
DVT,Phoenix Deer Valley,,AZ,US
DWC,Dubai World Central - Al Maktoum Intl Airport,800035326,,AE
DWD,Dawadmi Airport,800318742,,SA
DWH,David Wayne Hooks Memorial,,TX,US
DWU,Ashland Regional,,KY,US
DXB,Dubai Intl Airport,800035326,,AE
DXR,Danbury Municipal,,CT,US
DYB,Summerville,,SC,US
DYG,Zhangjiaje Hehua Airport,800003260,,CN
DYL,Doylestown,,PA,US
DYR,Ugolny Airport,800506513,,RU
DYS,Dyess Air Force Base,,TX,US
DYT,Sky Harbor,,MN,US
DYU,Dushanbe Airport,800004774,,TJ
DZA,Dzaoudzi Pamandzi Intl Airport,800517220,,YT
DZN,Zhezkazgan Airport,800175134,,KZ
DZO,Santa Bernardina International,,,UY
EAA,Eagle Airport,800132664,AK,US
EAE,Siwo Airport,800541107,,VU
EAG,Eagle Grove Municipal,,IA,US
EAJ,Enrique Adolfo Jimenez,,,PA
EAM,Nejran Airport,800014093,,SA
EAN,Phifer Airfield,,WY,US
EAR,Kearney Regional Airport,800048999,NE,US
EAS,San Sebastian,800051488,,ES
